Code commune,Libell? des communes,Typo degr? de densit?,R?gion,Population municipale 2016,Part population dense (1),Part population interm?diaire (2),Part population peu dense (3),Part population tr?s peu dense (4)
1383,Saint-Paul-de-Varax,3,84,1522,0%,0%,"92,6599545306918%","7,34004546930822%"
1384,Saint-Rambert-en-Bugey,3,84,2357,0%,0%,"89,5629939562994%","10,4370060437006%"
1385,Saint-R?my,3,84,1022,0%,0%,"98,364844149208%","1,63515585079203%"
1386,Saint-Sorlin-en-Bugey,2,84,1212,0%,"85,5811889973381%","11,5794143744454%","2,8393966282165%"
1387,Saint-Sulpice,3,84,252,0%,0%,"96,6804979253112%","3,3195020746888%"
1388,Saint-Trivier-de-Courtes,3,84,1103,0%,0%,"92,1182266009852%","7,88177339901478%"
1389,Saint-Trivier-sur-Moignans,3,84,1865,0%,0%,"90,7939857557373%","9,20601424426273%"
1390,Saint-Vulbas,3,84,1321,0%,0%,"90,1693515076415%","9,83064849235853%"
1391,Salavre,3,84,288,0%,0%,"84,8324514991182%","15,1675485008818%"
1392,Samognat,4,84,685,0%,0%,"44,6220930232558%","55,3779069767442%"
1393,Sandrans,3,84,531,0%,0%,"79,1327913279133%","20,8672086720867%"
1396,Sault-Br?naz,3,84,974,0%,0%,"99,5831162063575%","0,416883793642522%"
1397,Sauverny,2,84,1061,0%,"77,592692101021%","19,6131112305212%","2,79419666845782%"
1398,Savigneux,3,84,1349,0%,0%,"97,8723404255319%","2,12765957446808%"
1399,S?gny,2,84,2065,0%,"95,9669079627714%","4,03309203722854%",0%
1400,Seillonnaz,4,84,141,0%,0%,"41,044776119403%","58,955223880597%"
1401,Sergy,2,84,2084,0%,"98,5364622760535%",0%,"1,46353772394651%"
1402,Sermoyer,3,84,707,0%,0%,"91,9609316303531%","8,03906836964688%"
1403,Serri?res-de-Briord,3,84,1280,0%,0%,"99,6149403157489%","0,385059684251059%"
1404,Serri?res-sur-Ain,4,84,133,0%,0%,0%,100%
1405,Servas,3,84,1273,0%,0%,"96,3896201579541%","3,61037984204588%"
1406,Servignat,3,84,176,0%,0%,0%,100%
1407,Seyssel,3,84,1015,0%,0%,"99,3951612903226%","0,604838709677419%"
1408,Simandre-sur-Suran,3,84,689,0%,0%,"92,7023121387283%","7,29768786127168%"
1410,Sonthonnax-la-Montagne,4,84,330,0%,0%,0%,100%
1411,Souclin,4,84,273,0%,0%,0%,100%
1412,Sulignat,3,84,589,0%,0%,"96,598030438675%","3,40196956132498%"
1415,Talissieu,3,84,458,0%,0%,100%,0%
1416,Tenay,3,84,1055,0%,0%,"96,6701352757544%","3,32986472424558%"
1418,Thil,2,84,1095,0%,"78,3928571428571%","21,25%","0,357142857142857%"
1419,Thoiry,2,84,6272,0%,"90,7279029462738%","8,5528596187175%","0,719237435008666%"
1420,Thoissey,3,84,1740,0%,0%,"99,8036006546645%","0,196399345335516%"
1421,Torcieu,3,84,739,0%,0%,"98,0237154150198%","1,97628458498024%"
1422,Tossiat,3,84,1403,0%,0%,"88,2053148889698%","11,7946851110302%"
1423,Toussieux,2,84,1020,0%,"78,0276816608996%","20,4152249134948%","1,55709342560554%"
1424,Tramoyes,3,84,1707,0%,0%,"99,9433588218635%","0,0566411781365052%"
1425,La Trancli?re,4,84,296,0%,0%,0%,100%
1426,Val-Revermont,3,84,2636,0%,0%,"76,4624778412448%","23,5375221587552%"
1427,Tr?voux,2,84,7055,0%,"99,3296415039347%","0,626639463713203%","0,0437190323520839%"
1428,Valeins,4,84,135,0%,0%,0%,100%
1429,Vandeins,3,84,698,0%,0%,"97,0414201183432%","2,9585798816568%"
1430,Varambon,3,84,543,0%,0%,"95,8018471872376%","4,19815281276239%"
1431,Vaux-en-Bugey,2,84,1257,0%,"54,7895791583166%","43,2865731462926%","1,92384769539078%"
1432,Verjon,3,84,280,0%,0%,"96,4285714285714%","3,57142857142857%"
1433,Vernoux,4,84,324,0%,0%,"73,6176935229068%","26,3823064770932%"
1434,Versailleux,3,84,428,0%,0%,"83,5920177383592%","16,4079822616408%"
1435,Versonnex,2,84,2241,0%,"91,1163895486936%","8,88361045130641%",0%
1436,Vesancy,2,84,501,0%,"85,1393188854489%","14,2414860681115%","0,619195046439629%"
1437,Vescours,4,84,253,0%,0%,0%,100%
1439,V?sines,4,84,103,0%,0%,0%,100%
1441,Vieu-d'Izenave,3,84,716,0%,0%,"97,7854671280277%","2,21453287197232%"
1443,Villars-les-Dombes,3,84,4711,0%,0%,"97,542690545606%","2,457309454394%"
1444,Villebois,3,84,1169,0%,0%,"98,992443324937%","1,00755667506297%"
1445,Villemotier,3,84,688,0%,0%,"91,593973037272%","8,40602696272799%"
1446,Villeneuve,3,84,1517,0%,0%,"89,119170984456%","10,880829015544%"
1447,Villereversure,3,84,1338,0%,0%,"99,757966922146%","0,242033077853973%"
1448,Villes,3,84,373,0%,0%,"98,4189723320158%","1,58102766798419%"
1449,Villette-sur-Ain,3,84,763,0%,0%,"74,293059125964%","25,706940874036%"
1450,Villieu-Loyes-Mollon,2,84,3653,0%,"72,5808652927528%","25,5220417633411%","1,8970929439061%"
1451,Viriat,3,84,6529,0%,"0,318616294947656%","98,9379456835078%","0,74343802154453%"
1452,Virieu-le-Grand,3,84,1069,0%,0%,"98,6027014438752%","1,39729855612483%"
1453,Arvi?re-en-Valromey,4,84,742,0%,0%,0%,100%
1454,Virignin,3,84,1120,0%,0%,"99,6357012750455%","0,364298724954463%"
1456,Vongnes,3,84,77,0%,0%,"98,6842105263158%","1,31578947368421%"
1457,Vonnas,3,84,2988,0%,0%,"99,3245525160419%","0,675447483958122%"
2001,Abb?court,3,32,506,0%,0%,"98,4174085064293%","1,58259149357072%"
2002,Achery,3,32,608,0%,0%,"99,8338870431894%","0,166112956810631%"
2003,Acy,3,32,1029,0%,0%,"98,4344422700587%","1,56555772994129%"
2004,Agnicourt-et-S?chelles,4,32,186,0%,0%,0%,100%
2005,Aguilcourt,3,32,399,0%,0%,"90,8015768725361%","9,19842312746386%"
2006,Aisonville-et-Bernoville,3,32,258,0%,0%,100%,0%
2007,Aizelles,4,32,123,0%,0%,0%,100%
2008,Aizy-Jouy,4,32,293,0%,0%,0%,100%
2009,Alaincourt,3,32,552,0%,0%,"99,6285979572888%","0,371402042711235%"
2010,Allemant,4,32,180,0%,0%,0%,100%
2011,Ambleny,3,32,1217,0%,0%,"98,5785953177257%","1,42140468227425%"
2012,Ambrief,4,32,72,0%,0%,0%,100%
2013,Amifontaine,3,32,422,0%,0%,"95,9131545338442%","4,08684546615581%"
2014,Amigny-Rouy,3,32,754,0%,0%,"99,1994663108739%","0,800533689126084%"
2015,Ancienville,4,32,76,0%,0%,0%,100%
2016,Andelain,3,32,240,0%,0%,100%,0%
2017,Anguilcourt-le-Sart,3,32,320,0%,0%,100%,0%
2018,Anizy-le-Grand,3,32,2578,0%,0%,"99,4025392083644%","0,597460791635549%"
2019,Annois,3,32,370,0%,0%,"99,1825613079019%","0,817438692098093%"
2020,Any-Martin-Rieux,3,32,460,0%,0%,"74,622030237581%","25,377969762419%"
2021,Archon,4,32,92,0%,0%,0%,100%
2022,Arcy-Sainte-Restitue,4,32,409,0%,0%,0%,100%
2023,Armenti?res-sur-Ourcq,4,32,108,0%,0%,0%,100%
2024,Arrancy,4,32,54,0%,0%,0%,100%
2025,Artemps,3,32,370,0%,0%,100%,0%
2027,Assis-sur-Serre,4,32,231,0%,0%,0%,100%
2028,Athies-sous-Laon,3,32,2655,0%,0%,"99,4629842731109%","0,537015726889145%"
2029,Attilly,3,32,381,0%,0%,"90,5020352781547%","9,49796472184532%"
2030,Aubencheul-aux-Bois,4,32,281,0%,0%,0%,100%
2031,Aubenton,3,32,667,0%,0%,"75,9112519809826%","24,0887480190174%"
2032,Aubigny-aux-Kaisnes,4,32,253,0%,0%,0%,100%
2033,Aubigny-en-Laonnois,4,32,108,0%,0%,0%,100%
2034,Audignicourt,4,32,117,0%,0%,0%,100%
2035,Audigny,4,32,284,0%,0%,0%,100%
2036,Augy,4,32,89,0%,0%,0%,100%
2037,Aulnois-sous-Laon,3,32,1464,0%,0%,"99,5031937544358%","0,49680624556423%"
2038,Les Autels,4,32,58,0%,0%,0%,100%
2039,Autremencourt,4,32,172,0%,0%,0%,100%
2040,Autreppes,4,32,183,0%,0%,0%,100%
2041,Autreville,2,32,828,0%,"65,6811594202899%","34,3188405797101%",0%
2042,Azy-sur-Marne,3,32,392,0%,0%,"99,7452229299363%","0,254777070063694%"
2043,Bagneux,4,32,72,0%,0%,0%,100%
2044,Bancigny,4,32,26,0%,0%,0%,100%
2046,Barenton-Bugny,3,32,559,0%,0%,"97,393570807993%","2,60642919200695%"
2047,Barenton-Cel,4,32,123,0%,0%,0%,100%
2048,Barenton-sur-Serre,4,32,133,0%,0%,0%,100%
2049,Barisis-aux-Bois,3,32,756,0%,0%,"98,4105960264901%","1,58940397350993%"
2050,Barzy-en-Thi?rache,3,32,327,0%,0%,"89,7435897435897%","10,2564102564103%"
2051,Barzy-sur-Marne,3,32,396,0%,0%,"98,9873417721519%","1,0126582278481%"
2052,Bassoles-Aulers,4,32,148,0%,0%,0%,100%
2053,Vall?es en Champagne,4,32,571,0%,0%,0%,100%
2054,Bazoches-sur-Vesles,3,32,466,0%,0%,100%,0%
2055,Beaum?,4,32,97,0%,0%,0%,100%
2056,Beaumont-en-Beine,4,32,176,0%,0%,0%,100%
2057,Beaurevoir,3,32,1452,0%,0%,"97,9053810039726%","2,09461899602745%"
2058,Beaurieux,3,32,839,0%,0%,"99,6273291925466%","0,372670807453416%"
2059,Beautor,2,32,2728,0%,"97,2080739483116%","2,64101112997548%","0,150914921712884%"
2060,Beauvois-en-Vermandois,4,32,283,0%,0%,0%,100%
2061,Becquigny,3,32,266,0%,0%,"99,6146435452794%","0,385356454720617%"
2062,Belleau,4,32,140,0%,0%,0%,100%
2063,Bellenglise,3,32,393,0%,0%,"99,5%","0,5%"
2064,Belleu,2,32,3791,0%,"98,8173632576267%","0,725708910092729%","0,456927832280608%"
2065,Bellicourt,3,32,616,0%,0%,"95,9415584415584%","4,05844155844156%"
2066,Benay,4,32,210,0%,0%,0%,100%
2067,Bergues-sur-Sambre,4,32,219,0%,0%,"92,1296296296296%","7,87037037037037%"
2068,Berlancourt,4,32,114,0%,0%,0%,100%
2069,Berlise,4,32,117,0%,0%,0%,100%
2070,Bernot,3,32,457,0%,0%,"98,8789237668161%","1,12107623318386%"
2071,Berny-Rivi?re,3,32,664,0%,0%,"99,0668740279938%","0,933125972006221%"
2072,Berrieux,4,32,191,0%,0%,0%,100%
2073,Berry-au-Bac,3,32,660,0%,0%,"99,2630803242447%","0,736919675755343%"
2074,Bertaucourt-Epourdon,3,32,626,0%,0%,"92,5486875529212%","7,45131244707875%"
2075,Berthenicourt,3,32,204,0%,0%,100%,0%
2076,Bertricourt,4,32,170,0%,0%,0%,100%
2077,Berzy-le-Sec,3,32,399,0%,0%,"83,1683168316832%","16,8316831683168%"
2078,Besm?,4,32,160,0%,0%,0%,100%
2079,Besmont,4,32,156,0%,0%,0%,100%
2080,Besny-et-Loizy,4,32,369,0%,0%,0%,100%
2081,B?thancourt-en-Vaux,3,32,471,0%,0%,100%,0%
2082,Beugneux,4,32,110,0%,0%,0%,100%
2083,Beuvardes,3,32,754,0%,0%,"94,2115768463074%","5,78842315369262%"
2084,B?zu-le-Gu?ry,4,32,265,0%,0%,"14,6771037181996%","85,3228962818004%"
2085,B?zu-Saint-Germain,3,32,1089,0%,0%,"97,196261682243%","2,80373831775701%"
2086,Bichancourt,2,32,1085,0%,"62,4031007751938%","37,2093023255814%","0,387596899224806%"
2087,Bieuxy,4,32,29,0%,0%,0%,100%
2088,Bi?vres,4,32,86,0%,0%,0%,100%
2089,Billy-sur-Aisne,3,32,1183,0%,0%,"98,6129172084959%","1,38708279150412%"
2090,Billy-sur-Ourcq,4,32,226,0%,0%,0%,100%
2091,Blanzy-l?s-Fismes,4,32,115,0%,0%,0%,100%
2093,Bl?rancourt,3,32,1325,0%,0%,"94,0681362725451%","5,93186372745491%"
2094,Blesmes,3,32,446,0%,0%,"94,6248600223964%","5,37513997760358%"
2095,Bohain-en-Vermandois,2,32,5792,0%,"97,6278192110702%","0,790726929643274%","1,58145385928655%"
2096,Bois-l?s-Pargny,4,32,206,0%,0%,0%,100%
2097,Boncourt,4,32,264,0%,0%,0%,100%
2098,Bonneil,3,32,391,0%,0%,"98,961038961039%","1,03896103896104%"
2099,Bonnesvalyn,4,32,252,0%,0%,0%,100%
2100,Bony,4,32,140,0%,0%,"14,5593869731801%","85,4406130268199%"
2101,Bosmont-sur-Serre,4,32,201,0%,0%,0%,100%
2102,Bouconville-Vauclair,4,32,191,0%,0%,0%,100%
2103,Bou?,3,32,1332,0%,0%,"94,8657187993681%","5,13428120063191%"
2104,Bouffignereux,4,32,104,0%,0%,0%,100%
2105,Bouresches,4,32,209,0%,0%,0%,100%
2106,Bourg-et-Comin,3,32,838,0%,0%,"99,597855227882%","0,402144772117963%"
2107,Bourguignon-sous-Coucy,4,32,105,0%,0%,0%,100%
2108,Bourguignon-sous-Montbavin,3,32,159,0%,0%,100%,0%
2109,La Bouteille,3,32,506,0%,0%,"74,5263157894737%","25,4736842105263%"
2110,Braine,3,32,2272,0%,0%,"99,5342338146251%","0,465766185374942%"
2111,Brancourt-en-Laonnois,3,32,719,0%,0%,100%,0%
2112,Brancourt-le-Grand,3,32,587,0%,0%,"97,8077571669477%","2,19224283305228%"
2114,Brasles,2,32,1518,0%,"95,3156822810591%","4,61642905634759%","0,0678886625933469%"
2115,Braye-en-Laonnois,4,32,218,0%,0%,0%,100%
2116,Braye-en-Thi?rache,4,32,146,0%,0%,0%,100%
2117,Bray-Saint-Christophe,4,32,68,0%,0%,"97,1428571428571%","2,85714285714286%"
2118,Braye,3,32,122,0%,0%,"98,3471074380165%","1,65289256198347%"
2119,Br?cy,3,32,350,0%,0%,"97,3983739837398%","2,60162601626016%"
2120,Brenelle,4,32,200,0%,0%,0%,100%
2121,Breny,4,32,257,0%,0%,0%,100%
2122,Brie,4,32,54,0%,0%,0%,100%
2123,Brissay-Choigny,3,32,309,0%,0%,"98,9542483660131%","1,04575163398693%"
2124,Brissy-Ham?gicourt,3,32,664,0%,0%,"99,6941896024465%","0,305810397553517%"
2125,Brumetz,4,32,216,0%,0%,0%,100%
2126,Brunehamel,3,32,477,0%,0%,"95,6020942408377%","4,3979057591623%"
2127,Bruy?res-sur-F?re,4,32,190,0%,0%,0%,100%
2128,Bruy?res-et-Montb?rault,3,32,1572,0%,0%,"97,6531942633637%","2,34680573663625%"
2129,Bruys,4,32,20,0%,0%,0%,100%
2130,Bucilly,4,32,196,0%,0%,0%,100%
2131,Bucy-le-Long,3,32,1931,0%,0%,"98,1837052413077%","1,81629475869227%"
2132,Bucy-l?s-Cerny,4,32,214,0%,0%,0%,100%
2133,Bucy-l?s-Pierrepont,3,32,422,0%,0%,"98,5576923076923%","1,44230769230769%"
2134,Buire,2,32,890,0%,"59,4036697247706%","40,2522935779817%","0,344036697247706%"
2135,Buironfosse,3,32,1166,0%,0%,"73,5500878734622%","26,4499121265378%"
2136,Burelles,4,32,134,0%,0%,0%,100%
2137,Bussiares,4,32,149,0%,0%,0%,100%
2138,Buzancy,4,32,191,0%,0%,0%,100%
2139,Cailloul-Cr?pigny,3,32,444,0%,0%,"98,4832069339112%","1,51679306608884%"
2140,Camelin,3,32,461,0%,0%,"86,9565217391304%","13,0434782608696%"
2141,La Capelle,3,32,1894,0%,0%,"97,6387249114522%","2,36127508854782%"
2142,Castres,3,32,250,0%,0%,100%,0%
2143,Le Catelet,3,32,200,0%,0%,100%,0%
2144,Caulaincourt,4,32,149,0%,0%,0%,100%
2145,Caumont,3,32,571,0%,0%,"99,4849785407725%","0,515021459227468%"
2146,Celles-l?s-Cond?,3,32,85,0%,0%,"97,6878612716763%","2,3121387283237%"
2148,Celles-sur-Aisne,3,32,261,0%,0%,"96,9111969111969%","3,08880308880309%"
2149,Cerizy,4,32,67,0%,0%,0%,100%
2150,Cerny-en-Laonnois,4,32,65,0%,0%,0%,100%
2151,Cerny-l?s-Bucy,4,32,116,0%,0%,0%,100%
2152,Cerseuil,4,32,90,0%,0%,0%,100%
2153,Cessi?res-Suzy,3,32,783,0%,0%,100%,0%
2154,Chacrise,4,32,367,0%,0%,0%,100%
2155,Chaillevois,3,32,185,0%,0%,100%,0%
2156,Chalandry,4,32,252,0%,0%,0%,100%
2157,Chambry,2,32,853,0%,"83,4143377885784%","13,7910085054678%","2,79465370595383%"
2158,Chamouille,3,32,294,0%,0%,100%,0%
2159,Champs,4,32,286,0%,0%,"31,5345699831366%","68,4654300168634%"
2160,Chaourse,3,32,547,0%,0%,"99,4312796208531%","0,568720379146919%"
2162,La Chapelle-sur-Ch?zy,3,32,284,0%,0%,0%,100%
2163,Charly-sur-Marne,2,32,2680,0%,"88,3653846153846%","10,75%","0,884615384615385%"
2164,Le Charmel,3,32,325,0%,0%,"95,5089820359281%","4,49101796407186%"
2165,Charmes,2,32,1668,0%,"88,8276706458525%","10,2540557086012%","0,918273645546373%"
2166,Chart?ves,3,32,362,0%,0%,"99,4444444444444%","0,555555555555556%"
2167,Chassemy,3,32,894,0%,0%,"99,3201133144476%","0,679886685552408%"
2168,Chteau-Thierry,2,32,15262,0%,"97,6144547325103%","2,10262345679012%","0,282921810699589%"
2169,Chtillon-l?s-Sons,4,32,85,0%,0%,0%,100%
2170,Chtillon-sur-Oise,3,32,130,0%,0%,"99,2366412213741%","0,763358778625954%"
2171,Chaudardes,4,32,87,0%,0%,0%,100%
2172,Chaudun,4,32,260,0%,0%,0%,100%
2173,Chauny,2,32,12433,0%,"98,0467746080699%","1,85470744453011%","0,0985179473999829%"
2174,Chavignon,3,32,841,0%,0%,"97,2537313432836%","2,74626865671642%"
2175,Chavigny,4,32,146,0%,0%,0%,100%
2176,Chavonne,3,32,207,0%,0%,"87,1121718377088%","12,8878281622912%"
2177,Ch?rt,3,32,152,0%,0%,"98,5074626865672%","1,49253731343284%"
2178,Chermizy-Ailles,4,32,109,0%,0%,0%,100%
2179,Ch?ry-Chartreuve,4,32,399,0%,0%,0%,100%
2180,Ch?ry-l?s-Pouilly,3,32,712,0%,0%,"99,3150684931507%","0,684931506849315%"
2181,Ch?ry-l?s-Rozoy,4,32,84,0%,0%,0%,100%
2182,Chevennes,3,32,133,0%,0%,100%,0%
2183,Chevregny,4,32,192,0%,0%,0%,100%
2184,Chevresis-Monceau,3,32,365,0%,0%,"97,8328173374613%","2,1671826625387%"
2185,Ch?zy-en-Orxois,3,32,417,0%,0%,"94,7826086956522%","5,21739130434783%"
2186,Ch?zy-sur-Marne,3,32,1395,0%,0%,"94,2511900402783%","5,74880995972171%"
2187,Chierry,2,32,1113,0%,"96,4035087719298%","3,59649122807018%",0%
2188,Chigny,4,32,157,0%,0%,0%,100%
2189,Chivres-en-Laonnois,3,32,377,0%,0%,"98,7933634992459%","1,20663650075415%"
2190,Chivres-Val,3,32,550,0%,0%,"99,2660550458715%","0,73394495412844%"
2191,Chivy-l?s-touvelles,3,32,517,0%,0%,"97,828447339848%","2,17155266015201%"
2192,Chouy,4,32,382,0%,0%,0%,100%
2193,Cierges,4,32,69,0%,0%,0%,100%
2194,Cilly,4,32,209,0%,0%,0%,100%
2195,Ciry-Salsogne,3,32,934,0%,0%,"98,7958401751505%","1,20415982484948%"
2196,Clacy-et-Thierret,3,32,323,0%,0%,"97,3421926910299%","2,6578073089701%"
2197,Clairfontaine,4,32,639,0%,0%,"49,7153700189753%","50,2846299810247%"
2198,Clamecy,3,32,229,0%,0%,"99,5762711864407%","0,423728813559322%"
2199,Clastres,3,32,656,0%,0%,"99,3517017828201%","0,648298217179903%"
2200,Clermont-les-Fermes,4,32,128,0%,0%,0%,100%
2201,Coeuvres-et-Valsery,3,32,445,0%,0%,"90,7363420427553%","9,26365795724466%"
2203,Coincy,3,32,1356,0%,0%,"98,5578747628083%","1,44212523719165%"
2204,Coingt,4,32,69,0%,0%,0%,100%
2205,Colligis-Crandelain,3,32,244,0%,0%,0%,100%
2206,Colonfay,4,32,83,0%,0%,0%,100%
2207,Commenchon,3,32,213,0%,0%,"98,5%","1,5%"
2208,Concevreux,4,32,285,0%,0%,"0,366300366300366%","99,6336996336996%"
2209,Cond?-en-Brie,3,32,685,0%,0%,"99,5454545454546%","0,454545454545455%"
2210,Cond?-sur-Aisne,3,32,370,0%,0%,100%,0%
2211,Cond?-sur-Suippe,3,32,282,0%,0%,"98,9708404802745%","1,02915951972556%"
2212,Condren,3,32,720,0%,"8,14121037463977%","89,985590778098%","1,87319884726225%"
2213,Connigis,3,32,330,0%,0%,"98,7878787878788%","1,21212121212121%"
2214,Contescourt,3,32,62,0%,0%,0%,100%
2215,Corbeny,3,32,773,0%,0%,"98,849104859335%","1,15089514066496%"
2216,Corcy,3,32,313,0%,0%,"98,7460815047022%","1,25391849529781%"
2217,Coucy-le-Chteau-Auffrique,3,32,1051,0%,0%,"97,8936282253818%","2,10637177461822%"
2218,Coucy-l?s-Eppes,3,32,635,0%,0%,"99,3458708094849%","0,654129190515127%"
2219,Coucy-la-Ville,4,32,288,0%,0%,"86,968085106383%","13,031914893617%"
2220,Coulonges-Cohan,4,32,451,0%,0%,0%,100%
2221,Coupru,4,32,159,0%,0%,"4,44444444444444%","95,5555555555556%"
2222,Courbes,4,32,30,0%,0%,0%,100%
2223,Courboin,4,32,310,0%,0%,0%,100%
2224,Courcelles-sur-Vesle,3,32,360,0%,0%,"95,5555555555556%","4,44444444444444%"
2225,Courchamps,4,32,92,0%,0%,0%,100%
2226,Courmelles,2,32,1839,0%,"75,8693920891956%","24,1306079108044%",0%
2227,Courmont,4,32,142,0%,0%,0%,100%
2228,Courtemont-Varennes,3,32,335,0%,0%,"99,4160583941606%","0,583941605839416%"
2229,Courtrizy-et-Fussigny,3,32,66,0%,0%,"96,6101694915254%","3,38983050847458%"
2230,Couvrelles,4,32,200,0%,0%,0%,100%
2231,Couvron-et-Aumencourt,3,32,938,0%,0%,"99,6723102129984%","0,327689787001638%"
2232,Coyolles,3,32,367,0%,0%,"96,4169381107492%","3,58306188925081%"
2233,Cramaille,4,32,146,0%,0%,0%,100%
2234,Craonne,4,32,80,0%,0%,0%,100%
2235,Craonnelle,4,32,120,0%,0%,0%,100%
2236,Cr?cy-au-Mont,3,32,356,0%,0%,"97,2006220839813%","2,79937791601866%"
2237,Cr?cy-sur-Serre,3,32,1528,0%,0%,"99,590303857972%","0,409696142027996%"
2238,Cr?py,3,32,1896,0%,0%,"98,241134751773%","1,75886524822695%"
2239,Cr?zancy,3,32,1319,0%,0%,100%,0%
2240,Croix-Fonsomme,4,32,256,0%,0%,"17,0900692840647%","82,9099307159353%"
2241,La Croix-sur-Ourcq,4,32,110,0%,0%,0%,100%
2242,Crouttes-sur-Marne,3,32,655,0%,0%,"98,5691573926868%","1,4308426073132%"
2243,Crouy,2,32,2948,0%,"86,1554297478127%","13,5357694287185%","0,308800823468863%"
2244,Crupilly,4,32,69,0%,0%,0%,100%
2245,Cuffies,2,32,1832,0%,"79,7452625038832%","19,3849021435228%","0,869835352593973%"
2246,Cugny,3,32,606,0%,0%,"98,7993138936535%","1,20068610634648%"
2248,Cuirieux,4,32,160,0%,0%,0%,100%
2249,Cuiry-Housse,4,32,104,0%,0%,0%,100%
2250,Cuiry-l?s-Chaudardes,4,32,78,0%,0%,0%,100%
2251,Cuiry-l?s-Iviers,4,32,28,0%,0%,0%,100%
2252,Cuissy-et-Geny,3,32,73,0%,0%,"2,89855072463768%","97,1014492753623%"
2253,Cuisy-en-Almont,3,32,355,0%,0%,"96,8926553672316%","3,10734463276836%"
2254,Cutry,3,32,132,0%,0%,100%,0%
2255,Cys-la-Commune,3,32,142,0%,0%,"98,1132075471698%","1,88679245283019%"
2256,Dagny-Lambercy,4,32,131,0%,0%,0%,100%
2257,Dallon,3,32,449,0%,0%,"85,0340136054422%","14,9659863945578%"
2258,Dammard,3,32,401,0%,0%,"82,1287779237845%","17,8712220762155%"
2259,Dampleux,3,32,415,0%,0%,"96,7005076142132%","3,2994923857868%"
2260,Danizy,2,32,639,0%,"84,2064112587959%","14,2298670836591%","1,56372165754496%"
2261,Dercy,3,32,398,0%,0%,100%,0%
2262,Deuillet,3,32,221,0%,0%,"98,5748218527316%","1,42517814726841%"
2263,Dhuizel,4,32,115,0%,0%,0%,100%
2264,Dizy-le-Gros,3,32,775,0%,0%,"98,9670755326017%","1,03292446739832%"
2265,Dohis,4,32,99,0%,0%,0%,100%
2266,Dolignon,4,32,52,0%,0%,0%,100%
2267,Dommiers,3,32,296,0%,0%,100%,0%
2268,Domptin,3,32,674,0%,0%,"98,9304812834225%","1,06951871657754%"
2269,Dorengt,4,32,159,0%,0%,"10,6382978723404%","89,3617021276596%"
2270,Douchy,4,32,165,0%,0%,0%,100%
2271,Dravegny,4,32,139,0%,0%,0%,100%
2272,Droizy,4,32,75,0%,0%,0%,100%
2273,Dury,3,32,227,0%,0%,0%,100%
2274,bouleau,4,32,210,0%,0%,0%,100%
2275,Effry,3,32,334,0%,0%,"96,7503692762186%","3,24963072378139%"
2276,Englancourt,4,32,132,0%,0%,0%,100%
2277,pagny,3,32,342,0%,0%,"97,4825174825175%","2,51748251748252%"
2278,parcy,4,32,37,0%,0%,0%,100%
2279,paux-B?zu,3,32,578,0%,0%,"94,5485519591141%","5,45144804088586%"
2280,pieds,4,32,391,0%,0%,0%,100%
2281,L'pine-aux-Bois,4,32,268,0%,0%,0%,100%
2282,Eppes,3,32,432,0%,0%,"99,2601726263872%","0,739827373612824%"
2283,Erlon,3,32,293,0%,0%,"99,6581196581197%","0,341880341880342%"
2284,Erloy,4,32,94,0%,0%,0%,100%
2286,Esqu?h?ries,3,32,868,0%,0%,"92,9446064139942%","7,05539358600583%"
2287,Essigny-le-Grand,3,32,1062,0%,0%,"99,5283018867924%","0,471698113207547%"
2288,Essigny-le-Petit,3,32,354,0%,0%,"99,1316931982634%","0,868306801736614%"
2289,Essises,3,32,438,0%,0%,"92,969696969697%","7,03030303030303%"
2290,Essmes-sur-Marne,2,32,2858,0%,"77,6244541484716%","20,0698689956332%","2,3056768558952%"
2291,Estr?es,3,32,419,0%,0%,"99,7557997557998%","0,244200244200244%"
2292,tampes-sur-Marne,2,32,1286,0%,"92,8094885100074%","7,19051148999259%",0%
2293,taves-et-Bocquiaux,3,32,579,0%,0%,"92,1960072595281%","7,80399274047187%"
2294,touvelles,3,32,222,0%,0%,"98,0997624703088%","1,90023752969121%"
2295,tr?aupont,3,32,879,0%,0%,"82,8059701492537%","17,1940298507463%"
2296,treillers,3,32,1230,0%,0%,100%,0%
2297,tr?pilly,4,32,115,0%,0%,0%,100%
2298,treux,3,32,1507,0%,0%,"99,6443812233286%","0,355618776671408%"
2299,vergnicourt,3,32,583,0%,0%,"99,4768962510898%","0,523103748910201%"
2302,Faverolles,4,32,324,0%,0%,"9,06344410876133%","90,9365558912387%"
2303,Fayet,2,32,681,0%,"58,4070796460177%","40,2654867256637%","1,32743362831858%"
2304,La F?re,2,32,3024,0%,"99,438202247191%","0,149812734082397%","0,411985018726592%"
2305,F?re-en-Tardenois,3,32,3153,0%,0%,"88,0890730191611%","11,9109269808389%"
2306,La Fert?-Chevresis,3,32,572,0%,0%,"87,6838235294118%","12,3161764705882%"
2307,La Fert?-Milon,3,32,2258,0%,0%,"96,5410305343511%","3,45896946564885%"
2308,Fesmy-le-Sart,4,32,496,0%,0%,"89,6103896103896%","10,3896103896104%"
2309,Festieux,3,32,684,0%,0%,"99,8465080583269%","0,153491941673062%"
2310,Fieulaine,4,32,271,0%,0%,"98,8461538461539%","1,15384615384615%"
